Rk,Player,Age,Team,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,RF/9,lgRF9,RF/G,lgRFG,PB,WP,SB,CS,CS%,Pick,Pos,Awards,-9999
1502,Joe La Sorsa,26,WSN,NL,16,0,0,17.2,4,0,4,0,0,1.000,,,0,0,2.04,1.38,0.25,1.34,,,,,,,1,,lasorjo01
1503,Drew Smith,30,NYM,NL,19,0,0,17.2,1,0,1,0,0,1.000,,,0,0,0.51,1.38,0.05,1.34,,,,,,,1,,smithdr01
1504,Guillo Zuñiga,25,LAA,AL,15,0,0,17.2,1,0,1,0,0,1.000,,,0,0,0.51,1.32,0.07,1.29,,,,,,,1,,zuniggu01
1505,Adbert Alzolay,29,CHC,NL,18,0,0,17.1,3,1,2,0,0,1.000,,,-1,-12,1.56,1.35,0.17,1.34,,,,,,,1,,alzolad01
1506,Cole Winn,24,TEX,AL,13,0,0,17.1,3,1,2,0,0,1.000,,,0,0,1.56,1.30,0.23,1.29,,,,,,,1,,winnco01
1507,Hunter Bigge,26,2TM,2LG,19,1,0,17.1,1,0,1,0,0,1.000,,,-1,-12,0.52,1.30,0.05,1.31,,,,,,,1,,biggehu01
1508,Hunter Bigge,26,CHC,NL,4,0,0,3.1,1,0,1,0,0,1.000,,,0,0,2.70,1.35,0.25,1.35,,,,,,,/1,,biggehu01
1509,Hunter Bigge,26,TBR,AL,15,1,0,14.0,0,0,0,0,0,,,,-1,-14,0.00,1.29,0.00,1.29,,,,,,,1,,biggehu01
1510,Mike Ford,31,CIN,NL,2,2,2,17.0,17,15,2,0,1,1.000,1,64,1,71,9.00,8.31,8.50,8.20,,,,,,,D/3H,,fordmi01
1511,Andrew Knapp,32,SFG,NL,3,2,0,17.0,21,21,0,0,0,1.000,0,0,0,0,11.12,9.05,7.00,8.93,1,0,2,0,0.0,0,/2,,knappan01
1512,Edwin Ríos,30,CIN,NL,3,2,1,17.0,12,12,0,0,2,1.000,0,21,0,0,6.35,8.31,4.00,8.17,,,,,,,/3H,,riosed01
1513,Zack Thompson,26,STL,NL,5,2,0,17.0,3,2,1,0,0,1.000,,,0,0,1.59,1.38,0.60,1.34,,,,,,,/1,,thompza02
1514,Ryan Zeferjahn,26,LAA,AL,12,0,0,17.0,4,2,2,0,0,1.000,,,0,0,2.12,1.32,0.33,1.29,,,,,,,1,,zeferry01
1515,Dallas Keuchel,36,MIL,NL,4,4,0,16.2,2,0,2,0,0,1.000,,,-1,-12,1.08,1.35,0.50,1.35,,,,,,,/1,,keuchda01
1516,Alex Cobb,36,CLE,AL,3,3,0,16.1,5,2,3,0,1,1.000,,,0,0,2.76,1.32,1.67,1.30,,,,,,,/1,,cobbal01
1517,Matt Sauer,25,KCR,AL,14,0,0,16.1,2,0,2,0,0,1.000,,,0,0,1.10,1.32,0.14,1.29,,,,,,,1,,sauerma01
1518,Josh Sborz,30,TEX,AL,17,0,0,16.1,3,2,1,0,0,1.000,,,-1,-12,1.65,1.32,0.18,1.29,,,,,,,1,,sborzjo01
1519,Yosver Zulueta,26,CIN,NL,12,0,0,16.1,3,3,0,0,0,1.000,,,0,0,1.65,1.38,0.25,1.34,,,,,,,1,,zulueyo01
1520,José Cuas,30,2TM,2LG,13,0,0,16.1,2,1,1,0,0,1.000,,,0,0,1.10,1.32,0.15,1.33,,,,,,,1,,cuasjo01
1521,José Cuas,30,CHC,NL,9,0,0,13.1,1,1,0,0,0,1.000,,,0,0,0.68,1.35,0.11,1.34,,,,,,,/1,,cuasjo01
1522,José Cuas,30,TOR,AL,4,0,0,3.0,1,0,1,0,0,1.000,,,0,0,3.00,1.20,0.25,1.30,,,,,,,/1,,cuasjo01
1523,Shaun Anderson,29,2TM,2LG,6,2,0,16.1,2,1,1,0,0,1.000,,,0,0,1.10,1.38,0.33,1.33,,,,,,,/1,,andersh01
1524,Shaun Anderson,29,TEX,AL,2,0,0,3.1,1,0,1,0,0,1.000,,,0,0,2.70,1.35,0.50,1.30,,,,,,,/1,,andersh01
1525,Shaun Anderson,29,MIA,NL,4,2,0,13.0,1,1,0,0,0,1.000,,,0,0,0.69,1.38,0.25,1.35,,,,,,,/1,,andersh01
1526,Cole Sulser,34,2TM,2LG,10,2,0,16.1,1,0,1,0,0,1.000,,,0,0,0.55,1.32,0.10,1.31,,,,,,,1,,sulseco01
1527,Cole Sulser,34,NYM,NL,4,0,0,4.2,0,0,0,0,0,,,,-1,-43,0.00,1.35,0.00,1.35,,,,,,,/1,,sulseco01
1528,Cole Sulser,34,TBR,AL,6,2,0,11.2,1,0,1,0,0,1.000,,,1,17,0.77,1.31,0.17,1.28,,,,,,,/1,,sulseco01
1529,Tristan Beck,28,SFG,NL,7,1,0,16.0,2,1,1,0,0,1.000,,,0,0,1.13,1.35,0.29,1.34,,,,,,,/1,,becktr01
1530,Travis Blankenhorn,27,WSN,NL,3,2,0,16.0,6,6,0,0,0,1.000,1,68,0,0,3.38,2.19,2.00,2.17,,,,,,,D/9H,,blanktr01
1531,Mike Clevinger,33,CHW,AL,4,4,0,16.0,3,0,3,0,1,1.000,,,0,0,1.69,1.29,0.75,1.30,,,,,,,/1,,clevimi01
1532,Grant Koch,27,PIT,NL,2,2,1,16.0,17,17,0,0,0,1.000,0,0,0,0,9.56,9.06,8.50,8.95,0,1,0,0,,0,/2H,,kochgr01
1533,Nick Maton,27,BAL,AL,3,2,0,16.0,2,0,2,0,1,1.000,0,-30,0,0,1.13,2.64,0.67,2.93,,,,,,,/5H4D,,matonni01
1534,Yency Almonte,30,CHC,NL,17,0,0,15.2,0,0,0,0,0,,,,0,0,0.00,1.38,0.00,1.34,,,,,,,1,,almonye01
1535,José Cisnero,35,LAA,AL,15,0,0,15.2,2,1,0,1,0,.500,,,-1,-13,0.57,1.32,0.07,1.29,,,,,,,1,,cisnejo01
1536,Grant Holman,24,OAK,AL,18,0,0,15.2,0,0,0,0,0,,,,0,0,0.00,1.32,0.00,1.29,,,,,,,1,,holmagr01
1537,Brock Stewart,32,MIN,AL,16,0,0,15.2,3,1,2,0,1,1.000,,,0,0,1.72,1.32,0.19,1.29,,,,,,,1,,stewabr01
1538,Alex Young,30,2TM,NL,17,0,0,15.2,2,1,1,0,0,1.000,,,0,0,1.15,1.38,0.12,1.34,,,,,,,1,,youngal01
1539,Alex Young,30,CIN,NL,3,0,0,2.0,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.33,,,,,,,/1,,youngal01
1540,Alex Young,30,NYM,NL,14,0,0,13.2,2,1,1,0,0,1.000,,,0,0,1.32,1.38,0.14,1.34,,,,,,,1,,youngal01
1541,Elieser Hernández,29,2TM,NL,9,1,0,15.2,1,0,1,0,0,1.000,,,0,0,0.57,1.38,0.11,1.34,,,,,,,/1,,hernael01
1542,Elieser Hernández,29,LAD,NL,5,1,0,9.2,1,0,1,0,0,1.000,,,0,0,0.93,1.40,0.20,1.34,,,,,,,/1,,hernael01
1543,Elieser Hernández,29,MIL,NL,4,0,0,6.0,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.35,,,,,,,/1,,hernael01
1544,Tyler Wells,29,BAL,AL,3,3,0,15.1,2,0,2,0,0,1.000,,,0,0,1.17,1.29,0.67,1.30,,,,,,,/1,,wellsty01
1545,Diego Castillo,26,MIN,AL,3,2,1,15.0,4,1,3,0,0,1.000,0,32,1,80,2.40,2.46,1.33,2.43,,,,,,,/5DH,,castidi02
1546,Greg Jones,26,COL,NL,4,1,1,15.0,2,2,0,0,0,1.000,-1,-88,0,0,1.20,2.22,0.50,2.18,,,,,,,/9H,,jonesgr02
1547,Julian Merryweather,32,CHC,NL,15,0,0,15.0,3,2,1,0,0,1.000,,,0,0,1.80,1.38,0.20,1.34,,,,,,,1,,merryju01
1548,Sammy Peralta,26,CHW,AL,9,0,0,15.0,1,0,1,0,0,1.000,,,0,0,0.60,1.32,0.11,1.29,,,,,,,/1,,peralsa01
1549,Tom Cosgrove,28,SDP,NL,18,0,0,14.2,2,0,2,0,0,1.000,,,1,14,1.23,1.35,0.11,1.34,,,,,,,1,,cosgrto01
1550,Alek Jacob,26,SDP,NL,7,0,0,14.2,1,0,1,0,0,1.000,,,0,0,0.61,1.35,0.14,1.34,,,,,,,/1,,jacobal01
1551,Daniel Palencia,24,CHC,NL,10,0,0,14.2,1,0,1,0,0,1.000,,,0,0,0.61,1.35,0.10,1.34,,,,,,,1,,palenda01
1552,Daulton Jefferies,28,2TM,NL,6,1,0,14.2,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.35,,,,,,,/1,,jeffeda01
1553,Daulton Jefferies,28,SFG,NL,2,1,0,4.2,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.35,,,,,,,/1,,jeffeda01
1554,Daulton Jefferies,28,PIT,NL,4,0,0,10.0,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.35,,,,,,,/1,,jeffeda01
1555,Abner Uribe,24,MIL,NL,14,0,0,14.1,7,5,2,0,1,1.000,,,1,14,4.40,1.38,0.50,1.34,,,,,,,1,,uribeab01
1556,Brandon Williamson,26,CIN,NL,4,3,0,14.1,0,0,0,0,0,,,,0,0,0.00,1.38,0.00,1.35,,,,,,,/1,,willibr02
1557,Brian Anderson,31,ATL,NL,3,2,0,14.0,3,3,0,0,0,1.000,0,34,0,0,1.93,2.25,1.00,2.30,,,,,,,/95,,anderbr06
1558,Tyler Beede,31,CLE,AL,13,0,0,14.0,2,0,2,0,0,1.000,,,-1,-14,1.29,1.29,0.15,1.29,,,,,,,1,,beedety01
1559,Matt Carpenter,38,STL,NL,6,1,0,14.0,13,11,2,0,1,1.000,1,51,1,86,8.36,6.81,1.86,6.79,,,,,,,DH/345,,carpema01
1560,Deivi García,25,CHW,AL,14,0,0,14.0,0,0,0,0,0,,,,-1,-14,0.00,1.29,0.00,1.29,,,,,,,1,,garcide01
1561,Tyler Gentry,25,KCR,AL,3,2,0,14.0,1,1,0,0,0,1.000,0,9,0,0,0.64,2.25,0.33,2.23,,,,,,,/9H,,gentrty01
1562,Myles Straw,29,CLE,AL,5,1,0,14.0,4,4,0,0,0,1.000,1,111,-1,-86,2.57,2.25,0.80,2.24,,,,,,,/8HD,,strawmy01
1563,Miguel Castro,29,ARI,NL,11,0,0,13.2,4,0,4,0,0,1.000,,,1,15,2.63,1.38,0.36,1.34,,,,,,,1,,castrmi01
1564,Max Lazar,25,PHI,NL,11,0,0,13.2,3,0,3,0,1,1.000,,,0,0,1.98,1.38,0.27,1.34,,,,,,,1,,lazarma01
1565,Joely Rodríguez,32,BOS,AL,14,0,0,13.2,3,2,1,0,0,1.000,,,0,0,1.98,1.32,0.21,1.29,,,,,,,1,,rodrijo06
1566,Jordan Romano,31,TOR,AL,15,0,0,13.2,1,0,1,0,0,1.000,,,-1,-15,0.66,1.32,0.07,1.29,,,,,,,1,,romanjo03
1567,Darius Vines,26,ATL,NL,4,2,0,13.2,3,1,2,0,0,1.000,,,0,0,1.98,1.38,0.75,1.35,,,,,,,/1,,vinesda01
1568,Matt Barnes,34,WSN,NL,14,0,0,13.1,1,1,0,0,0,1.000,,,-1,-15,0.68,1.35,0.07,1.34,,,,,,,1,,barnema01
1569,Nick Ramirez,34,LAD,NL,8,0,0,13.1,2,0,2,0,0,1.000,,,0,0,1.35,1.35,0.25,1.34,,,,,,,/1,,ramirni01
1570,Nick Robertson,25,2TM,2LG,9,0,0,13.1,2,1,1,0,0,1.000,,,0,0,1.35,1.35,0.22,1.33,,,,,,,/1,,roberni01
1571,Nick Robertson,25,STL,NL,8,0,0,12.1,1,1,0,0,0,1.000,,,0,0,0.73,1.39,0.13,1.34,,,,,,,/1,,roberni01
1572,Nick Robertson,25,TOR,AL,1,0,0,1.0,1,0,1,0,0,1.000,,,0,0,9.00,0.90,1.00,1.30,,,,,,,/1,,roberni01
1573,Anthony Veneziano,26,2TM,2LG,12,0,0,13.1,1,1,0,0,0,1.000,,,0,0,0.68,1.35,0.08,1.33,,,,,,,1,,venezan01
1574,Anthony Veneziano,26,KCR,AL,2,0,0,2.0,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.30,,,,,,,/1,,venezan01
1575,Anthony Veneziano,26,MIA,NL,10,0,0,11.1,1,1,0,0,0,1.000,,,0,0,0.79,1.35,0.10,1.34,,,,,,,1,,venezan01
1576,Sam Aldegheri,22,LAA,AL,3,3,0,13.0,0,0,0,0,0,,,,0,0,0.00,1.32,0.00,1.30,,,,,,,/1,,aldegsa01
1577,Sandro Fabian,26,TEX,AL,3,2,0,13.0,1,1,0,0,0,1.000,0,-37,0,0,0.69,2.28,0.33,2.23,,,,,,,/79,,fabiasa01
1578,Michael Mercado,25,PHI,NL,5,2,0,13.0,0,0,0,0,0,,,,0,0,0.00,1.38,0.00,1.34,,,,,,,/1,,mercami01
1579,Ryan Miller,28,LAA,AL,13,0,0,13.0,2,1,1,0,0,1.000,,,1,15,1.38,1.32,0.15,1.29,,,,,,,1,,millery01
1580,Tyler Mahle,29,TEX,AL,3,3,0,12.2,0,0,0,0,0,,,,0,0,0.00,1.28,0.00,1.30,,,,,,,/1,,mahlety01
1581,Erik Sabrowski,26,CLE,AL,8,0,0,12.2,2,0,2,0,0,1.000,,,1,16,1.42,1.28,0.25,1.29,,,,,,,/1,,sabroer01
1582,Seth Halvorsen,24,COL,NL,12,0,0,12.1,1,1,0,0,0,1.000,,,-1,-16,0.73,1.39,0.08,1.34,,,,,,,1,,halvose01
1583,Jimmy Herget,30,ATL,NL,8,0,0,12.1,1,0,0,1,0,.000,,,-1,-16,0.00,1.39,0.00,1.34,,,,,,,/1,,hergeji01
1584,Luis Peralta,23,COL,NL,15,0,0,12.1,1,0,1,0,0,1.000,,,-1,-16,0.73,1.39,0.07,1.34,,,,,,,1,,perallu01
1585,Carlos Rodriguez,22,MIL,NL,3,3,0,12.1,2,0,2,0,0,1.000,,,2,32,1.46,1.39,0.67,1.33,,,,,,,/1,,rodrica02
1586,Antonio Senzatela,29,COL,NL,3,3,0,12.1,3,2,1,0,1,1.000,,,0,0,2.19,1.39,1.00,1.33,,,,,,,/1,,senzaan01
1587,Nick Vespi,28,BAL,AL,11,0,0,12.1,1,1,0,0,0,1.000,,,0,0,0.73,1.31,0.09,1.29,,,,,,,1,,vespini01
1588,Josh Walker,29,NYM,NL,10,0,0,12.1,2,2,0,0,0,1.000,,,0,0,1.46,1.39,0.20,1.34,,,,,,,1,,walkejo03
1589,Shane Bieber,29,CLE,AL,2,2,0,12.0,2,1,1,0,0,1.000,,,0,0,1.50,1.28,1.00,1.30,,,,,,,/1,,biebesh01
1590,Ben Heller,32,PIT,NL,8,0,0,12.0,1,1,0,0,0,1.000,,,0,0,0.75,1.35,0.13,1.34,,,,,,,/1,,hellebe01
1591,Brewer Hicklen,28,MIL,NL,2,2,0,12.0,2,2,0,0,0,1.000,0,10,0,0,1.50,2.18,1.00,2.20,,,,,,,/9H,,hicklbr01
1592,John McMillon,26,MIA,NL,10,0,0,12.0,3,1,1,1,0,.667,,,0,0,1.50,1.35,0.20,1.34,,,,,,,1,,mcmiljo01
1593,Zach Plesac,29,LAA,AL,3,3,0,12.0,2,0,2,0,0,1.000,,,0,0,1.50,1.28,0.67,1.30,,,,,,,/1,,plesaza01
1594,Vinny Nittoli,33,2TM,AL,9,0,0,12.0,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.29,,,,,,,/1,,nittovi01
1595,Vinny Nittoli,33,OAK,AL,7,0,0,8.0,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.29,,,,,,,/1,,nittovi01
1596,Vinny Nittoli,33,BAL,AL,2,0,0,4.0,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.30,,,,,,,/1,,nittovi01
1597,Nick Avila,26,SFG,NL,8,0,0,11.2,1,1,0,0,0,1.000,,,0,0,0.77,1.39,0.13,1.34,,,,,,,/1,,avilani01
1598,Jake Bloss,23,HOU,AL,3,3,0,11.2,2,2,0,0,0,1.000,,,-2,-34,1.54,1.31,0.67,1.30,,,,,,,/1,,blossja01
1599,Kumar Rocker,24,TEX,AL,3,3,0,11.2,2,0,2,0,0,1.000,,,0,0,1.54,1.31,0.67,1.30,,,,,,,/1,,rockeku01
1600,Peter Strzelecki,29,CLE,AL,10,0,0,11.2,0,0,0,0,0,,,,0,0,0.00,1.31,0.00,1.29,,,,,,,1,,strzepe01
1601,Easton Lucas,27,3TM,AL,8,0,0,11.2,2,1,1,0,0,1.000,,,0,0,1.54,1.31,0.25,1.30,,,,,,,/1,,lucasea01
1602,Easton Lucas,27,OAK,AL,3,0,0,3.2,0,0,0,0,0,,,,0,0,0.00,1.23,0.00,1.30,,,,,,,/1,,lucasea01
1603,Easton Lucas,27,DET,AL,3,0,0,3.1,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.30,,,,,,,/1,,lucasea01
1604,Easton Lucas,27,TOR,AL,2,0,0,4.2,2,1,1,0,0,1.000,,,0,0,3.86,1.35,1.00,1.30,,,,,,,/1,,lucasea01
1605,Johnny Cueto,38,LAA,AL,2,2,0,11.1,0,0,0,0,0,,,,0,0,0.00,1.27,0.00,1.30,,,,,,,/1,,cuetojo01
1606,Logan Gillaspie,27,SDP,NL,9,0,0,11.1,2,0,2,0,0,1.000,,,0,0,1.59,1.35,0.22,1.34,,,,,,,/1,,gillalo01
1607,Yoendrys Gómez,24,NYY,AL,5,0,0,11.1,2,1,1,0,0,1.000,,,0,0,1.59,1.27,0.40,1.30,,,,,,,/1,,gomezyo01
1608,Kevin Herget,33,MIL,NL,7,0,0,11.1,1,0,1,0,0,1.000,,,0,0,0.79,1.35,0.14,1.34,,,,,,,/1,,hergeke01
1609,Samad Taylor,25,SEA,AL,3,1,0,11.1,1,1,0,0,0,1.000,0,-11,0,0,0.79,2.30,0.33,2.23,,,,,,,/78H,,taylosa04
1610,Brett de Geus,26,3TM,2LG,13,0,0,11.1,3,0,2,1,0,.667,,,0,0,1.59,1.35,0.15,1.32,,,,,,,1,,degeubr01
1611,Brett de Geus,26,2TM,AL,6,0,0,5.2,2,0,1,1,0,.500,,,0,0,1.59,1.27,0.17,1.30,,,,,,,/1,,degeubr01
1612,Brett de Geus,26,SEA,AL,4,0,0,3.1,1,0,1,0,0,1.000,,,0,0,2.70,1.35,0.25,1.30,,,,,,,/1,,degeubr01
1613,Brett de Geus,26,MIA,NL,7,0,0,5.2,1,0,1,0,0,1.000,,,0,0,1.59,1.43,0.14,1.34,,,,,,,/1,,degeubr01
1614,Brett de Geus,26,TOR,AL,2,0,0,2.1,1,0,0,1,0,.000,,,0,0,0.00,1.16,0.00,1.30,,,,,,,/1,,degeubr01
1615,Ryan Borucki,30,PIT,NL,14,0,0,11.0,8,1,5,2,1,.750,,,1,18,4.91,1.39,0.43,1.34,,,,,,,1,,borucry01
1616,J.P. Feyereisen,31,LAD,NL,10,0,0,11.0,3,2,1,0,0,1.000,,,0,0,2.45,1.39,0.30,1.34,,,,,,,1,,feyerjo01
1617,Justin Foscue,25,TEX,AL,3,1,0,11.0,9,7,2,0,1,1.000,0,-44,1,109,7.36,6.87,3.00,5.23,,,,,,,D/4H3,,foscuju01
1618,Sam Huff,26,TEX,AL,2,1,1,11.0,9,9,0,0,0,1.000,0,0,0,0,7.36,9.16,4.50,9.05,0,0,0,0,,0,/2H,,huffsa01
1619,Parker Mushinski,28,HOU,AL,10,0,0,11.0,2,1,0,1,0,.500,,,-2,-36,0.82,1.31,0.10,1.29,,,,,,,1,,mushipa01
1620,Sean Reynolds,26,SDP,NL,9,0,0,11.0,0,0,0,0,0,,,,0,0,0.00,1.39,0.00,1.34,,,,,,,/1,,reynose01
1621,Josh Rogers,29,COL,NL,6,0,0,11.0,0,0,0,0,0,,,,0,0,0.00,1.39,0.00,1.33,,,,,,,/1,,rogerjo01
1622,Kai-Wei Teng,25,SFG,NL,4,0,0,11.0,4,2,2,0,0,1.000,,,0,0,3.27,1.39,1.00,1.35,,,,,,,/1,,tengka01
1623,Joan Adon,25,WSN,NL,8,1,0,10.2,6,2,4,0,0,1.000,,,1,19,5.06,1.35,0.75,1.34,,,,,,,/1,,adonjo01
1624,Jacob deGrom,36,TEX,AL,3,3,0,10.2,1,0,1,0,0,1.000,,,0,0,0.84,1.35,0.33,1.30,,,,,,,/1,,degroja01
1625,Jaden Hill,24,COL,NL,9,0,0,10.2,1,0,1,0,0,1.000,,,-1,-19,0.84,1.35,0.11,1.34,,,,,,,/1,,hillja01
1626,Caleb Kilian,27,CHC,NL,2,1,0,10.2,3,2,1,0,0,1.000,,,0,0,2.53,1.35,1.50,1.35,,,,,,,/1,,kiliaca01
1627,Kyle Nelson,27,ARI,NL,11,0,0,10.2,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.34,,,,,,,1,,nelsoky01
1628,Ricardo Pinto,30,PHI,NL,6,0,0,10.2,6,5,1,0,0,1.000,,,0,0,5.06,1.35,1.00,1.33,,,,,,,/1,,pintori01
1629,Austin Warren,28,SFG,NL,6,0,0,10.2,3,2,1,0,1,1.000,,,0,0,2.53,1.35,0.50,1.33,,,,,,,/1,,warreau01
1630,Humberto Castellanos,26,ARI,NL,7,0,0,10.1,1,1,0,0,0,1.000,,,0,0,0.87,1.39,0.14,1.34,,,,,,,/1,,castehu01
1631,Caden Dana,20,LAA,AL,3,3,0,10.1,1,1,0,0,0,1.000,,,0,0,0.87,1.31,0.33,1.30,,,,,,,/1,,danaca01
1632,Jacob Lopez,26,TBR,AL,4,1,0,10.1,1,1,0,0,0,1.000,,,-1,-19,0.87,1.31,0.25,1.30,,,,,,,/1,,lopezja04
1633,Joey Lucchesi,31,NYM,NL,2,2,0,10.1,1,0,1,0,0,1.000,,,0,0,0.87,1.39,0.50,1.35,,,,,,,/1,,lucchjo01
1634,Kirby Snead,29,SEA,AL,11,0,0,10.1,5,0,5,0,0,1.000,,,0,0,4.35,1.31,0.45,1.29,,,,,,,1,,sneadki01
1635,Diego Castillo,30,MIN,AL,7,0,0,10.0,2,1,1,0,0,1.000,,,0,0,1.80,1.35,0.29,1.29,,,,,,,/1,,castidi01
1636,Luis Guerrero,23,BOS,AL,9,0,0,10.0,1,1,0,0,0,1.000,,,0,0,0.90,1.35,0.11,1.29,,,,,,,/1,,guerrlu01
1637,Cooper Hummel,29,HOU,AL,4,1,0,10.0,3,3,0,0,0,1.000,1,72,0,0,2.70,2.25,0.75,2.25,,,,,,,/H7D,,hummeco01
1638,Tyler Matzek,33,ATL,NL,11,0,0,10.0,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.34,,,,,,,1,,matzety01
1639,Sean Newcomb,31,OAK,AL,7,0,0,10.0,3,0,3,0,0,1.000,,,0,0,2.70,1.35,0.43,1.29,,,,,,,/1,,newcose01
1640,Jacob Waguespack,30,TBR,AL,4,1,0,10.0,1,1,0,0,0,1.000,,,0,0,0.90,1.35,0.25,1.30,,,,,,,/1,,wagueja01
1641,Joel Kuhnel,29,2TM,AL,6,0,0,10.0,2,0,2,0,0,1.000,,,1,20,1.80,1.35,0.33,1.30,,,,,,,/1,,kuhnejo01
1642,Joel Kuhnel,29,HOU,AL,1,0,0,2.0,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.30,,,,,,,/1,,kuhnejo01
1643,Joel Kuhnel,29,TBR,AL,5,0,0,8.0,2,0,2,0,0,1.000,,,1,25,2.25,1.35,0.40,1.30,,,,,,,/1,,kuhnejo01
1644,Nick Burdi,31,NYY,AL,12,0,0,9.2,0,0,0,0,0,,,,0,0,0.00,1.30,0.00,1.29,,,,,,,1,,burdini01
1645,Jhonathan Díaz,27,SEA,AL,5,1,0,9.2,3,1,2,0,0,1.000,,,0,0,2.79,1.30,0.60,1.30,,,,,,,/1,,diazjh01
1646,Randy Dobnak,29,MIN,AL,5,0,0,9.2,1,0,1,0,0,1.000,,,0,0,0.93,1.30,0.20,1.30,,,,,,,/1,,dobnara01
1647,Mason Montgomery,24,TBR,AL,9,0,0,9.2,1,0,1,0,0,1.000,,,0,0,0.93,1.30,0.11,1.29,,,,,,,/1,,montgma01
1648,Jack O'Loughlin,24,OAK,AL,4,0,0,9.2,1,1,0,0,0,1.000,,,0,0,0.93,1.30,0.25,1.30,,,,,,,/1,,olougja01
1649,Luis Frías,26,2TM,2LG,11,0,0,9.2,1,0,0,1,0,.000,,,0,0,0.00,1.40,0.00,1.33,,,,,,,1,,friaslu01
1650,Luis Frías,26,ARI,NL,7,0,0,6.1,1,0,0,1,0,.000,,,0,0,0.00,1.42,0.00,1.34,,,,,,,/1,,friaslu01
1651,Luis Frías,26,TOR,AL,4,0,0,3.1,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.30,,,,,,,/1,,friaslu01
1652,Lake Bachar,29,MIA,NL,10,0,0,9.1,2,0,2,0,0,1.000,,,1,21,1.93,1.35,0.20,1.34,,,,,,,1,,bachala01
1653,José Devers,24,MIA,NL,2,1,1,9.1,3,0,3,0,0,1.000,0,13,1,129,2.89,4.34,1.50,6.15,,,,,,,/34H,,deverjo01
1654,Casey Legumina,27,CIN,NL,6,0,0,9.1,1,0,0,1,0,.000,,,0,0,0.00,1.35,0.00,1.33,,,,,,,/1,,legumca01
1655,Tyler Duffey,33,KCR,AL,9,0,0,9.0,1,1,0,0,0,1.000,,,0,0,1.00,1.30,0.11,1.29,,,,,,,/1,,duffety01
1656,Geoff Hartlieb,30,COL,NL,5,0,0,9.0,2,2,0,0,0,1.000,,,0,0,2.00,1.40,0.40,1.34,,,,,,,/1,,hartlge01
1657,Spencer Strider,25,ATL,NL,2,2,0,9.0,1,1,0,0,0,1.000,,,0,0,1.00,1.40,0.50,1.35,,,,,,,/1,,stridsp01
1658,Josh Winder,27,MIN,AL,4,0,0,9.0,1,1,0,0,0,1.000,,,-1,-22,1.00,1.30,0.25,1.30,,,,,,,/1,,windejo01
1659,Wes Parsons,31,2TM,AL,4,0,0,9.0,4,1,2,1,0,.750,,,0,0,3.00,1.30,0.75,1.30,,,,,,,/1,,parsowe01
1660,Wes Parsons,31,TOR,AL,2,0,0,5.0,2,0,1,1,0,.500,,,0,0,1.80,1.26,0.50,1.30,,,,,,,/1,,parsowe01
1661,Wes Parsons,31,CLE,AL,2,0,0,4.0,2,1,1,0,0,1.000,,,0,0,4.50,1.35,1.00,1.30,,,,,,,/1,,parsowe01
1662,Matt Carasiti,32,COL,NL,7,0,0,8.2,3,3,0,0,1,1.000,,,-1,-23,3.12,1.35,0.43,1.34,,,,,,,/1,,carasma01
1663,Paolo Espino,37,TOR,AL,3,1,0,8.2,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.30,,,,,,,/1,,espinpa01
1664,Chase Shugart,27,BOS,AL,6,0,0,8.2,1,0,1,0,0,1.000,,,0,0,1.04,1.35,0.17,1.28,,,,,,,/1,,shugach01
1665,Andrew Walters,23,CLE,AL,9,1,0,8.2,1,1,0,0,0,1.000,,,0,0,1.04,1.35,0.11,1.29,,,,,,,/1,,waltean01
1666,Phil Bickford,28,NYY,AL,8,0,0,8.1,1,0,0,1,0,.000,,,-2,-48,0.00,1.30,0.00,1.29,,,,,,,/1,,bickfph01
1667,Ben Casparius,25,LAD,NL,3,0,0,8.1,1,1,0,0,0,1.000,,,-1,-24,1.08,1.40,0.33,1.33,,,,,,,/1,,caspabe01
1668,Tyler Gilbert,30,PHI,NL,6,0,0,8.1,1,1,0,0,0,1.000,,,0,0,1.08,1.40,0.17,1.33,,,,,,,/1,,gilbety01
1669,Josiah Gray,26,WSN,NL,2,2,0,8.1,0,0,0,0,0,,,,0,0,0.00,1.40,0.00,1.35,,,,,,,/1,,grayjo03
